"","clay_summary_geo[, 1]","mean","median","var"
"329","1400000US06037231600",6.7566889632107,8,9.24702635003708
"330","1400000US06037231900",8.19236016371078,8,8.42332953130708
"331","1400000US06037232400",1.19915848527349,0,6.03048350188234
"332","1400000US06037121020",21.4413145539906,22,2.10956969889512
"333","1400000US06037121101",18.2896551724138,11,205.415091418022
"334","1400000US06037121102",17.6615111296896,10,219.915827189493
"335","1400000US06037121221",22.8301282051282,16,287.377196773264
"336","1400000US06037121801",21.4435612082671,22,0.915997488683888
"337","1400000US06037122120",21.0779082177161,21,1.62319732917385
"338","1400000US06037122410",21.0343249427918,21,1.84761769956042
"339","1400000US06037123103",21.6760316066725,22,1.54433713784021
"340","1400000US06037123303",20.6243902439024,21,1.38499657524048
"341","1400000US06037123510",21.5387596899225,22,5.45921397905247
"342","1400000US06037123602",19.9182282793867,20,8.31044323514162
"343","1400000US06037123902",20.3004866180049,20,8.20801437923605
"344","1400000US06037124104",21.2034739454094,21,1.4759082996926
"345","1400000US06037124203",20.0120481927711,20,2.62062743728537
"346","1400000US06037124600",19.8156384505022,19,12.1964243228852
"347","1400000US06037124903",17.9479166666667,18,6.01294604003481
"348","1400000US06037125320",20.4409857328145,19,12.3663179881079
"349","1400000US06037127102",22.4021641118124,23,0.960861738385966
"350","1400000US06037127103",22.243842364532,23,1.97743112570699
"351","1400000US06037127300",22.9377316530764,23,1.91303372318873
"352","1400000US06037127604",23.9964726631393,24,0.00352110481674675
"353","1400000US06037127711",21.8264462809917,22,2.10054071051138
"354","1400000US06037127805",23.6518424396442,24,3.25013336954519
"355","1400000US06037128302",20.297798377752,20,6.2395195091853
"356","1400000US06037128702",19.4450261780105,19,11.8699526302668
"357","1400000US06037131010",15.9541420118343,16,6.95274374887767
"358","1400000US06037131300",16.0214592274678,16,5.42115692424908
"359","1400000US06037131701",14.1504854368932,14,4.7039365805896
"360","1400000US06037132001",11.7508012820513,11,1.90176359159419
"361","1400000US06037132300",15.1935286935287,15,7.11890739410593
"362","1400000US06037133000",14.796962430056,13,22.7043427657874
"363","1400000US06037134001",13.4696356275304,11,35.4304956778641
"364","1400000US06037134104",19.3399503722084,12,197.352613165236
"365","1400000US06037134304",11.1548536209553,8,55.6853310888111
"366","1400000US06037134306",20.2128205128205,15,188.488667259142
"367","1400000US06037134520",14.4755301794454,13,23.6994007390885
"368","1400000US06037134710",9.66666666666667,8,8.97018246550957
"369","1400000US06037134903",21.8364864864865,24,28.4996141608456
"370","1400000US06037135111",17.0979073243647,16,72.8841990579717
"371","1400000US06037135201",20.9064935064935,20,60.4839754839755
"372","1400000US06037135202",20.0874001774623,19.5,45.6847679383222
"373","1400000US06037135203",23.5030696369058,23,45.8023151370797
"374","1400000US06037137103",23.2273201251303,23,4.14451379198495
"375","1400000US06037137104",26.1972577126831,25,39.0436832505834
"376","1400000US06037137402",26.4420086668366,29,37.2752567495424
